logFC,logCPM,LR,PValue,FDR,gene
0.17576453391850425,0.36894114102533687,0.13010345554875158,0.7183247967814118,0.9538357464258402,IGFBPL1
0.18684161922213113,0.26721475755323276,0.1300653757808874,0.7183642647025863,0.9538357464258402,PLIN5
-0.07661351416032011,9.48125198234434,0.12948290818758323,0.7189687809141555,0.9538357464258402,TRAM1
0.06126563929504672,8.037938494623297,0.12913746781016755,0.7193280232809128,0.9538357464258402,CHSY1
-0.10701705316780784,4.947627057941325,0.1286610332546516,0.7198243849183161,0.9538357464258402,ATP23
0.11334828116408899,4.776963874775409,0.1285674002121735,0.7199220561126117,0.9538357464258402,NDUFC2-KCTD14
0.10797774053755342,4.786837753451284,0.12854589955539453,0.7199444897036088,0.9538357464258402,BRD2
0.061421358777389794,8.982829304761815,0.12759517845682922,0.7209385877739105,0.9538357464258402,CD2BP2
-0.07927233007752343,9.165812455777226,0.1271097374414012,0.7214477883048159,0.9538357464258402,ROCK1
0.18707509077508103,0.349856292591357,0.12657701820992395,0.7220078438649579,0.9538357464258402,PRB3
0.10190280075806592,4.971335652005688,0.126182262727367,0.7224237131373148,0.9538357464258402,CCHCR1
0.18077434750837884,1.3451887248341423,0.1261575139362736,0.7224498100272354,0.9538357464258402,CAPN6
-0.16470022307419066,2.6061162672711013,0.12613305878788594,0.7224756001110975,0.9538357464258402,RNF122
0.10121342412763094,5.208512656884028,0.12612216885213456,0.722487085402813,0.9538357464258402,MFSD4B
-0.07457079117426414,6.987578253570277,0.12585234519981725,0.722771838892179,0.9538357464258402,PHF13
-0.13372208722382184,3.5403350559980553,0.1257169167237282,0.7229148904195014,0.9538357464258402,CAMK2N2
-0.14106952878974183,1.5158859318587703,0.12560719014866295,0.7230308569479516,0.9538357464258402,SUPT16HP1
0.1491516061066546,2.453342007782827,0.12517641295826087,0.7234866837786085,0.9538357464258402,H2AC20
0.06632421885335671,9.931236417096649,0.12510713253908534,0.7235600751891907,0.9538357464258402,EFNB2
0.14728478701554876,1.4889661716852745,0.1247055624241531,0.7239859248250724,0.9538357464258402,C11orf91
-0.07875928541507438,6.830590120727343,0.12457918518253308,0.7241201025270756,0.9538357464258402,CTIF
0.116763995353081,4.5274150425619535,0.12442709899242743,0.7242816775397635,0.9538357464258402,RWDD2A
0.1250010531161506,3.5924997538279384,0.12437730074664444,0.7243346068809006,0.9538357464258402,TRAM1L1
-0.10726374632549736,4.584526166243116,0.12416141594525998,0.7245642034545043,0.9538357464258402,METTL25
0.08959228935134006,5.6152021180733245,0.1239498584897687,0.7247894156230494,0.9538357464258402,ZNF197
0.07561955958868687,7.193151617616399,0.12394444839614494,0.7247951777362448,0.9538357464258402,TPMT
0.09377596366879314,7.484043720371593,0.12383247983905221,0.7249144635195828,0.9538357464258402,EMC2
-0.06643335332156891,7.403373205296586,0.12343898477511406,0.7253341551836013,0.9538357464258402,RAMAC
-0.06131558532069399,8.82826754323804,0.1233852329367835,0.7253915438198785,0.9538357464258402,EIF3K
-0.1785557371547023,0.3674011960759879,0.12299696350605394,0.7258065008634889,0.9539471988258841,RPSAP54
0.06085712885716433,8.574356215090903,0.12279960800515255,0.7260177035332069,0.9539471988258841,PHF5A
0.1695403704888445,2.5370986912917877,0.12210102032969061,0.7267668414269394,0.9545756053628529,PCDHGB3
-0.13742201578596666,1.779370327176093,0.12108921928051658,0.7278561328761346,0.9552486093272824,ZNF879
0.13446672819985336,3.9511381206965184,0.12066963810681841,0.7283093448787816,0.9552486093272824,SRMS
-0.10911324222010961,4.443606743166878,0.12047546748977345,0.7285193778081356,0.9552486093272824,FAM117A
0.13199778774475504,2.3798197942466315,0.12025347127072217,0.7287597419773721,0.9552486093272824,RPL3L
0.08314896658975963,5.904076937186595,0.12009182346213265,0.7289349209361666,0.9552486093272824,NBPF11
-0.07129839515181,11.150514050174198,0.1194621534140694,0.7296185611019036,0.9552486093272824,YWHAG
-0.07104237378966755,7.809374769493065,0.11918961343174317,0.7299150863995293,0.9552486093272824,PIK3CB
0.059797724902546,9.200492407525648,0.11906249095998334,0.7300535262568012,0.9552486093272824,ABCF2
0.1286157504529249,3.313098905359931,0.11879464233872561,0.7303454917009625,0.9552486093272824,MYBPHL
0.15045614923141581,2.052855688822455,0.11820124209948002,0.7309936353146443,0.9552486093272824,EBLN2
0.17474473049989678,0.6430697132911032,0.1181896361164716,0.7310063301134891,0.9552486093272824,RPL39P16
0.06844728912785716,7.059902179288271,0.11802894379814433,0.7311821694651066,0.9552486093272824,RPIA
-0.09239702709399414,5.969492516369303,0.11774064401784301,0.7314979804362515,0.9552486093272824,AGA
0.07029645257001764,7.028590691233103,0.1173883336817596,0.7318844975235612,0.9552486093272824,FEM1C
0.20784404642197224,0.6892883460297211,0.11735848867067489,0.7319172700283545,0.9552486093272824,NACA3P
-0.07300916136594297,7.928470240007999,0.11702624603805134,0.7322824171490141,0.9552486093272824,SNX33
0.06051065571088287,7.926236575548794,0.11689040451270927,0.732431878838472,0.9552486093272824,SIK2
0.05716222851674511,8.38345334838677,0.11674004211539568,0.7325974304856742,0.9552486093272824,ABCF2-H2BK1
-0.21278488338261056,0.6692043859121314,0.11671449833604974,0.7326255664659731,0.9552486093272824,RPS3AP20
0.08162149036019292,6.493411927481087,0.11661711541390929,0.7327328634279898,0.9552486093272824,LTB4R
0.15048742328873158,1.7798679414874496,0.11622774091271726,0.7331623786919435,0.9552486093272824,PCDHB1
0.060080343254343416,9.418842059497862,0.11607895199742302,0.7333267183676221,0.9552486093272824,ACBD6
-0.06535950995010076,7.890363004909455,0.11590967543437358,0.7335138299771925,0.9552486093272824,SCO2
-0.07321972937421128,12.694055736794894,0.11529488854250758,0.7341946763999151,0.9554235310008674,TUBB4B
0.061384919043446,9.476227164503639,0.11505990224043217,0.7344554469802985,0.9554235310008674,TIMM23
0.0700033991513593,7.795860659521457,0.11497900858629606,0.7345452855266298,0.9554235310008674,NDUFAF8
-0.07926499713889476,6.3386632773086395,0.1144279393814589,0.735158229413479,0.9554235310008674,FAN1
-0.1360907478121988,1.4721278589017575,0.11434031081233775,0.735255848495665,0.9554235310008674,ZNF501
-0.13299731176693008,2.744156715718538,0.11411518405292131,0.7355068331658964,0.9554235310008674,VGF
-0.08240540300254365,6.446249421909703,0.11365935934279037,0.7360158595151997,0.9554235310008674,LOC124900586
-0.06896683636333234,6.838150222781107,0.11353758395464908,0.7361520402791776,0.9554235310008674,KTI12
0.06838783227028057,7.59841262010543,0.11326428804795796,0.7364579619609102,0.9554235310008674,MRPL46
-0.12431117442018288,4.247722491090262,0.11268476235374436,0.7371080329399933,0.9554235310008674,FAM78B
-0.08204724423254091,7.319613825985153,0.11252447516562825,0.7372881600251163,0.9554235310008674,FZD8
-0.0858994339267766,5.606974418457369,0.11213796070245152,0.7377231040218934,0.9554235310008674,LENG1
0.09845976645877298,5.248747437062228,0.11193189961102235,0.7379553249258549,0.9554235310008674,GBA1
0.12912736922753287,2.5255119703473747,0.11192325284883786,0.7379650746037167,0.9554235310008674,POLR3E
-0.064326984813825,7.4770677314074385,0.11186973065140648,0.73802543300877,0.9554235310008674,RPP21
0.0649998640235366,7.1387409676043285,0.11157137702998199,0.7383621888471588,0.9554235310008674,ZBTB2
0.19976520916964402,0.2880305858436032,0.11141298916271758,0.7385411668166515,0.9554235310008674,EEF1A1P8
-0.11828820248781328,3.4951663769834793,0.11123390466324512,0.738743702336635,0.9554235310008674,LOC728743
0.08291128925147981,5.629205736603508,0.11107537191703631,0.7389231460965456,0.9554235310008674,KANTR
-0.054763389671094106,8.657187446393083,0.1109452575150982,0.7390705293724076,0.9554235310008674,MGAT5
-0.06229892160809395,7.914573864652374,0.11070227722101578,0.7393460154524503,0.9554291743507278,THAP11
0.1262115598291744,2.6015812191132985,0.11034557687575663,0.7397510439941315,0.9555774138466165,CCDC192
-0.07833282722356731,6.542783528875315,0.11012395931199137,0.7400030540259411,0.9555774138466165,TNFSF9
-0.14243781983540965,1.3892272067251732,0.10949964704914983,0.7407145010421401,0.9561398707054823,TTPA
-0.07939472234731729,6.0840825117417445,0.10909735600586856,0.7411741324052474,0.9561398707054823,WHAMM
0.10797548080697068,4.267481935428962,0.10898381515811906,0.7413040267562379,0.9561398707054823,CNTNAP3C
0.17066254592450994,1.515294996086634,0.10860948995241948,0.7417327989874145,0.9561398707054823,PCDHGB2
-0.06440197839472818,11.048186381762735,0.1081497740165247,0.7422605045999402,0.9561398707054823,PCBP1
-0.0704231778648981,7.801057955334344,0.10791243013494523,0.7425334370148834,0.9561398707054823,IKBKE
0.08800546524229516,5.278690283268445,0.10789862276964968,0.7425493249570282,0.9561398707054823,OTUD1
0.05765072742623802,8.618476146620933,0.10752480287808908,0.7429799030020143,0.9561398707054823,VKORC1L1
0.15840678862331464,1.7500383392173944,0.10739965994516787,0.7431242319215828,0.9561398707054823,BMP8A
-0.26348672962805036,1.6296822982026893,0.10715988997937664,0.7434010219791369,0.9561398707054823,FAM47E-STBD1
-0.10446666817867857,4.687420293741407,0.10662004653728019,0.7440254737941658,0.9561398707054823,SPATC1L
0.088578453381709707,5.338588195911457,0.10654081231477264,0.7441172733321713,0.9561398707054823,ZNF324B
0.1198959168712331,2.95105138356769,0.10648995729976929,0.7441762130651046,0.9561398707054823,ZNF85
0.15564560634103228,0.7016150037574114,0.10591394250086283,0.7448448901346928,0.9561398707054823,DEAF1
-0.06369063810603516,7.430049922124333,0.1058794386414661,0.7448850083287325,0.9561398707054823,NXT1
0.15978394001208207,0.29496488018057926,0.10580893158460905,0.7449670105061058,0.9561398707054823,LRRC37A13P
0.055131954870038906,8.186649178218943,0.10566303245530406,0.7451367922989811,0.9561398707054823,ADNP2
0.062495491596326135,7.182631975885361,0.10550363968237875,0.7453224247525426,0.9561398707054823,ZNF595
0.06420080621236976,7.381866718005591,0.10499931947524743,0.7459107907917055,0.9563963093873006,FRG1
-0.06136192220545948,9.172822313721836,0.10464312252224772,0.7463272900075582,0.9563963093873006,TSPYL1
0.07547906128414446,6.500708226332491,0.10463524752489306,0.7463365070417357,0.9563963093873006,DPM3
0.14775749549485576,4.9014534984935265,0.10369918618855323,0.7474348308425514,0.9567851261452806,PGM2L1
-0.05439667543566519,8.831610499239263,0.10367625425536531,0.7474618064708686,0.9567851261452806,MAML1
0.11886836141620566,3.5123571969036305,0.10346892960826537,0.7477058392321232,0.9567851261452806,LIPT2
0.05887704567633489,8.967082223329378,0.10345185667757306,0.7477259470499723,0.9567851261452806,C19orf53
-0.06118365287590984,7.5440718111278455,0.10164313417352333,0.7498666484789864,0.9591760686896365,RAB7B
0.11089033544817617,5.025347090543797,0.10127171962423631,0.7503088253789543,0.9593934327414495,ZNF580
0.11567821192899382,2.9149730248715673,0.10096724823319403,0.7506719715336114,0.9595096219385008,ZNF460
-0.15032686992215868,1.2941124775851145,0.10008322975186523,0.751729777953168,0.9595674069459256,SEPTIN14
0.13319346665311863,1.2572811157149155,0.100020464563367,0.7518050771546881,0.9595674069459256,NOTCH4
0.1345558812212698,1.7643455048118364,0.09999251725682257,0.751838613813888,0.9595674069459256,ZBTB8B
-0.10781533529544776,5.112963360927475,0.09998839598065956,0.7518435597654115,0.9595674069459256,PPAN-P2RY11
0.1471785053536849,0.6140093435831413,0.09956366027029939,0.7523538883684466,0.9595674069459256,TIGD4
-0.05278412269426832,8.259310356354714,0.0993557812282333,0.7526040955750879,0.9595674069459256,AP2A2
0.05695551308496762,9.966505438120878,0.09887409502336197,0.7531849703601328,0.9595674069459256,XRN2
-0.10218101194103925,5.803197556879989,0.09881219946953479,0.7532597240656618,0.9595674069459256,HOXA5
0.06101638043310026,9.400243463501203,0.098717393180209,0.7533742752645243,0.9595674069459256,MLLT1
-0.10684070851826981,4.650366643029132,0.09836425676540017,0.753801490557332,0.9595674069459256,CMTM8
0.05493674095489265,8.190584943721362,0.09833418194636323,0.7538379131930161,0.9595674069459256,FOXJ3
0.08248211273347689,6.518269332576283,0.09821301295872686,0.7539847190219262,0.9595674069459256,IL27RA
-0.15476640070355357,1.027845601585026,0.09758337088455793,0.7547491860325167,0.9596550807471473,HRG
0.11407979798620517,3.6145099126646123,0.09754663933111729,0.754793866360883,0.9596550807471473,ZBTB12
-0.22754600048249857,0.7838051409143431,0.09729511495434373,0.755100069438619,0.9596550807471473,PADI4
0.06788396336374468,6.4214074484305605,0.09723310502326088,0.7551756263816957,0.9596550807471473,AMACR
-0.08510722677105054,5.324198207725663,0.09703662245827704,0.7554152082839349,0.9596550807471473,SLC25A26
-0.09605368902239185,4.904608625519109,0.0964744987424524,0.7561021095130636,0.9601815617744273,GJA3
0.05598066196157354,9.7802130183062,0.09584204083212455,0.7568775857568898,0.9605155659497814,ATP5MF
-0.09590123788426747,5.361443858330748,0.0957234806307099,0.7570232679192176,0.9605155659497814,CENATAC
0.06145285587677402,10.495061605088422,0.09554208123830676,0.7572463558929958,0.9605155659497814,ANP32B
-0.12920586544535634,2.112949799665525,0.09514800573211124,0.7577317972593268,0.9605155659497814,GOLGA8H
-0.0992806839398675,4.201969848050407,0.09508873515469407,0.7578049048273834,0.9605155659497814,KRT8P12
0.06826771163395763,10.403982970202415,0.09446743446699202,0.758572757248561,0.9605155659497814,COX6A1
-0.0961787862160279,4.68523528533473,0.09421212988644712,0.7588890838537535,0.9605155659497814,FBXO16
0.05819959000751688,7.428186582276721,0.09403766390950152,0.759105519925883,0.9605155659497814,EOLA2
0.06648011355819994,6.469878910061585,0.09356230402012,0.7596963507990927,0.9605155659497814,KCTD21
-0.158774202650683,1.0101432346107184,0.09351427613502405,0.7597561364879618,0.9605155659497814,CTF1
0.1282269843191872,3.3687543434422182,0.09347339589376702,0.7598070379317091,0.9605155659497814,WNT3
0.06159723526754316,10.42518620326378,0.0932710479544312,0.760059167948387,0.9605155659497814,MRPL3
0.057369676582407735,7.565221155008027,0.093241292167761,0.7600962695276349,0.9605155659497814,UBTD2
0.12982231391279947,1.4789028259095602,0.09288687082295866,0.7605386851848059,0.9605155659497814,OR1D2
-0.06901682253719649,6.317684634322309,0.09259379467245488,0.7609052223835047,0.9605155659497814,ANKRD39
-0.06144256695505972,8.691717484944556,0.0925160793908617,0.7610025236866845,0.9605155659497814,FADS3
0.15837576707064382,0.4007367805472208,0.0923903045649932,0.7611600912818557,0.9605155659497814,ACADL
0.06554055984075459,6.5200867422421735,0.09215419444627138,0.7614562009185026,0.9605155659497814,RNF113A
0.13540730373397752,0.8137116475237536,0.09202529374261903,0.7616180322902227,0.9605155659497814,FKBP1C
0.10237099135606735,3.8310096509749676,0.09152806604027397,0.7622434505867157,0.9605155659497814,CCDC163
-0.07888445010803695,6.833176734617968,0.09131723250601809,0.7625091990454579,0.9605155659497814,TWIST2
0.058558501191472635,9.494099862001415,0.09077311009841083,0.7631965974596995,0.9605155659497814,RPS19BP1
0.05568223681001394,9.525570184322103,0.09033041052026647,0.7637575266038825,0.9605155659497814,ATF6
-0.06345176427488515,8.008439625142245,0.08976159156072328,0.7644804616005021,0.9605155659497814,MRPL34
0.10299855889566567,3.779451155978026,0.08971544496537076,0.7645392205219642,0.9605155659497814,ZBTB3
0.050988294994140475,8.03603626111163,0.08970690282366789,0.7645500991226031,0.9605155659497814,PDE12
0.09888013338941166,3.955491299792429,0.08963540151688376,0.7646411797127493,0.9605155659497814,IGIP
-0.1530147568533071,3.6782007883974215,0.08902197723800498,0.7654242103362393,0.9605155659497814,FIBIN
0.058755538273629435,8.846635072214179,0.08861890266959449,0.765940332116659,0.9605155659497814,RRP9
-0.054330701347498546,7.836176784745194,0.0883834032878994,0.7662424717470138,0.9605155659497814,MRPL54
-0.10640230423919252,3.6847499271286903,0.08837580277744372,0.7662522302998184,0.9605155659497814,ZNF70
0.055814445671327005,8.012150699359903,0.08829979273965449,0.7663498472942323,0.9605155659497814,BLOC1S1
-0.06333257008431259,6.816413527470988,0.08828015900311925,0.7663750696357411,0.9605155659497814,TCF20
0.12102719213712448,1.5740525957848608,0.08793962402129152,0.7668130219844729,0.9605155659497814,NCMAP
-0.08446243141009666,5.153006308619396,0.08790675337712806,0.7668553447745109,0.9605155659497814,ZSCAN22
0.14872820028211148,0.8716504595241681,0.08787915815217495,0.766890881815098,0.9605155659497814,AQP11
-0.05607718187898754,7.211238884085496,0.08709300444901658,0.7679058486461222,0.9605155659497814,MAGEF1
0.1484331334403766,0.7826234517416742,0.08694443270391594,0.7680982216452845,0.9605155659497814,PHB1P9
-0.14112694450169866,3.477103327024889,0.086943014781248,0.7681000584538807,0.9605155659497814,TAMM41
-0.15068652300989216,0.733197122515117,0.08690680228770464,0.7681469744426714,0.9605155659497814,IGLV1-51
0.13260251336122417,1.5265040505342828,0.08653035467817327,0.7686353209720044,0.9605155659497814,C19orf73
-0.05559436815716488,7.46771227744658,0.086369759071113,0.7688440047756181,0.9605155659497814,DDX28
0.11694650437282388,1.5463112060021587,0.08631097194077603,0.7689204476167104,0.9605155659497814,PFN4
0.04965026720598682,8.649689991534107,0.08630763660050889,0.7689247855171215,0.9605155659497814,COA7
0.08646201832825919,5.032217315260425,0.08622578531044667,0.7690312687943981,0.9605155659497814,ARRDC4
-0.153290357436876,0.22926320532153718,0.08615111921503726,0.769128452485978,0.9605155659497814,CYP8B1
0.055220739358012055,10.439857141946275,0.08601434498108063,0.7693065934279033,0.9605155659497814,HNRNPA0
0.1490339878315836,1.4583021363341455,0.08577561825717339,0.7696178908048731,0.9605155659497814,CLDN16
-0.10019503165250357,4.030127553141787,0.08564900211243653,0.7697831879645055,0.9605155659497814,DSEL
0.05463730462048941,8.031263781473372,0.08548818634802302,0.7699933240091181,0.9605155659497814,TIMM10
0.05953208215878652,7.216890987602926,0.08478804245049787,0.7709107030748714,0.9606133881434415,PRKACA
-0.12033318438360975,4.105980972813321,0.08473621147561516,0.7709787788607583,0.9606133881434415,ZNF358
-0.09506665740850752,4.15737899725106,0.08467219125236358,0.7710628954197967,0.9606133881434415,ANKRD37
-0.1479399706758718,2.325045857673208,0.08457691116814559,0.7711881483917183,0.9606133881434415,C17orf100
-0.05343619632564528,9.436508632656512,0.0843895277955653,0.7714347016021394,0.9606133881434415,DNAJC9
0.14398852796170508,0.2839643221771099,0.08323833382298257,0.7729559607888296,0.9615671499351319,RPS15P2
0.10351183753999499,3.5229314612549056,0.0831083580420362,0.773128433181155,0.9615671499351319,IFI27L1
-0.1599053074076607,0.7828447376408464,0.08292709079201677,0.7733692112895411,0.9615671499351319,RNF148
-0.2117769172018137,0.6670092888473568,0.08257335154693468,0.7738399067489835,0.9615671499351319,UGT1A7
-0.09903967515885137,3.8595435305432813,0.08242532339356856,0.7740372011222042,0.9615671499351319,CFAP184
-0.13833431194070808,0.6716167652770875,0.08232416877565063,0.7741721319883434,0.9615671499351319,CTAGE11P
0.06176301293871654,6.541488208434736,0.08223997291711527,0.7742845098798212,0.9615671499351319,NEURL4
0.13449581401100252,2.5555642654767867,0.08216582110883053,0.7743835333473055,0.9615671499351319,CMKLR2
-0.20980154667539852,0.17655400861826118,0.08189412633944482,0.7747467724816721,0.9616793329430829,TNRC18P2
-0.07468440605494941,5.715868295757308,0.08161338767245496,0.7751227882050813,0.9618072907164459,EPOP
-0.05382324857514995,9.872407295342281,0.08061722618754175,0.7764627012067152,0.9625992582914087,GNA11
0.08646575676065833,5.217926142525276,0.08006724810520893,0.7772062989519,0.9625992582914087,ZC3HAV1L
0.14108843413425945,0.5948810183488937,0.07998845005275945,0.7773130635241922,0.9625992582914087,KCNK12
-0.1320482487026109,4.941804513209845,0.07975892643509042,0.7776243722860144,0.9625992582914087,PECAM1
0.16173894310536063,2.3952789619094905,0.07925851198423484,0.7783047780717778,0.9625992582914087,MMP7
0.1518184587738057,0.23430658493234427,0.0791547289073673,0.7784461803451224,0.9625992582914087,POU4F3
-0.07391094842592377,5.923080002095508,0.07908049595603472,0.7785473825671662,0.9625992582914087,LOC124905564
-0.16589199939639265,0.8412668215642298,0.07847350905660422,0.7793768212746539,0.9625992582914087,C1QL1
0.06949724159870778,5.626884025144117,0.07812537377431727,0.7798541049153592,0.9625992582914087,CLSTN3
0.049873969407151664,9.064135859208132,0.07795736808321863,0.7800848461500741,0.9625992582914087,PMVK
0.0485671377190829,8.973052367338234,0.07744572932926985,0.7807891930445161,0.9625992582914087,SMU1
0.08419641366038809,4.737589218611661,0.07692780286050271,0.7815047537766693,0.9625992582914087,C3orf62
-0.045395031356100665,8.367030039340086,0.07642751505504464,0.7821984124592092,0.9625992582914087,C14orf119
0.062161022556780895,6.275012643843854,0.07641449608673057,0.7822164960908402,0.9625992582914087,TRAIP
-0.053982258182163664,7.150533393843774,0.07624757878781319,0.7824484949374149,0.9625992582914087,NTAN1
0.049884647353128704,8.019638710521797,0.07618224167791254,0.7825393816024276,0.9625992582914087,MYCBP
-0.11418758731764765,3.4630866776637914,0.07576866107233604,0.7831156650555269,0.9625992582914087,ENPP4
-0.11456120189847281,1.4197482252591702,0.07570195848621841,0.7832087668029869,0.9625992582914087,H2BC6
0.2194905103920869,1.250558050047472,0.0756980525409805,0.7832142199877562,0.9625992582914087,LOC128092252
0.0837639903522406,4.85533493062959,0.07558437065566892,0.783373000371319,0.9625992582914087,B3GNTL1
-0.0747404053909308,6.628438669723561,0.07551501151598927,0.7834699379174905,0.9625992582914087,TNFRSF6B
0.15280039269835483,1.890424418446589,0.07513366506242036,0.784003771644926,0.9625992582914087,KBTBD11-OT1
0.07769158466410644,5.45505103827013,0.07483441364907106,0.7844237041668949,0.9625992582914087,IGFBP6
0.06386224559089099,6.248475008141253,0.0745549233714371,0.7848167221543827,0.9625992582914087,COMMD10
0.06409713685869521,13.085374400265055,0.07449807700641031,0.7848967560923298,0.9625992582914087,RPS12
0.1201386096369256,1.3216282382968547,0.07448498701558481,0.7849151901238048,0.9625992582914087,H2AC11
-0.04890760756318337,8.085895286851784,0.07426360767951223,0.7852272124437198,0.9625992582914087,ANAPC2
0.05202115903947144,7.370646167541233,0.07393080462525248,0.7856972220523358,0.9625992582914087,ABRAXAS2
-0.057291954939967256,9.514737534852678,0.07389453948985647,0.7857485070084478,0.9625992582914087,GBF1
0.0519615524117881,8.017479740919152,0.0735900045994562,0.7861797044523133,0.9625992582914087,CHMP1B
0.046940166769261604,8.38313664985912,0.07348049595222506,0.786334994186808,0.9625992582914087,ME1
0.06432671719507943,6.0440273344341735,0.07296819847336522,0.7870631172090347,0.9625992582914087,ALKBH4
0.11488810755584482,3.813400623367013,0.07296430067102477,0.7870686676111239,0.9625992582914087,TMEM50B
-0.13379835114456534,0.595766137416684,0.07280038704970848,0.7873022218843627,0.9625992582914087,BSN
0.10616489188314802,3.0920553769442978,0.07264694337219169,0.787521113690673,0.9625992582914087,SPATA31H1
0.09732102850756248,4.577159153157493,0.07259561601003739,0.7875943889828768,0.9625992582914087,TMEM92
0.05510333114804914,6.818249836378135,0.07229479102601144,0.7880244084526843,0.9625992582914087,CCDC127
0.13962317461803392,0.23162709629859918,0.07202486113685347,0.7884110817621857,0.9625992582914087,LRRN4CL
0.0670076771245938,6.758374623100836,0.07189381165720476,0.7885990896488718,0.9625992582914087,OXLD1
-0.047018363871940576,7.653015988309147,0.07187432010616135,0.7886270685544777,0.9625992582914087,ILKAP
-0.05619986575812721,11.996493112013795,0.07118280143589573,0.7896223441017258,0.9625992582914087,RPLP2
-0.14139286410467541,0.5578546334008745,0.07106663851569195,0.789790040140278,0.9625992582914087,CRYBB2
0.060330730041386206,12.348622216958267,0.0708753946798879,0.7900664451699305,0.9625992582914087,RPS5
-0.09191084500824158,4.849560100963167,0.07087266241713053,0.7900703970055278,0.9625992582914087,PPP2R3B
-0.1283462551268703,1.3423444154307664,0.07057154211301508,0.7905064263057505,0.9625992582914087,SLC10A5
-0.046081423047773844,7.80350100063983,0.07042597120618765,0.7907175735290484,0.9625992582914087,TUBGCP5
-0.1360697006075481,0.9293921396432141,0.06986660778662523,0.7915310979742168,0.9625992582914087,CCT8P1
0.0556718258001724,6.896107969714632,0.06983308579377834,0.7915799620251124,0.9625992582914087,FBXL4
-0.06079528853138131,6.392378909637517,0.06967932838870894,0.7918042507173763,0.9625992582914087,PAQR7
0.051639073935363294,9.371495911850449,0.06954081915523602,0.7920065233679596,0.9625992582914087,NBPF15
-0.130295881080818,1.4651582135333623,0.06945586129255865,0.7921306986273835,0.9625992582914087,TNFSF12-TNFSF13
0.051688734315955505,7.797092655489999,0.0693051827243032,0.7923511318487144,0.9625992582914087,NOL12
-0.04976485422428905,7.377152913627032,0.06922921707710827,0.7924623619487656,0.9625992582914087,MPLKIP
-0.05396974490665653,9.836069473057144,0.06919198007790328,0.7925169087832503,0.9625992582914087,COX8A
-0.15102914184164554,2.3928558350630578,0.06911048420056076,0.7926363432746276,0.9625992582914087,PMS2P14
0.08942516240577025,4.21728717220373,0.06906623884514396,0.7927012176166379,0.9625992582914087,PWP2
-0.10539564322932236,3.7686690668413676,0.0688640980777997,0.7929978875958626,0.9625992582914087,HHAT
0.11959212968375166,2.0817793013925963,0.06882679621003263,0.7930526841737119,0.9625992582914087,OR10K1
0.10051073544409123,3.7440109231580756,0.06875547575291874,0.793157498380768,0.9625992582914087,CHMP4A
0.11742886116470574,2.29097361660979,0.06868671693259998,0.7932586029680886,0.9625992582914087,LIAT1
0.057779528369356715,8.76172598082814,0.06856463505573629,0.7934382483735274,0.9625992582914087,TRIM27
0.13497051617636358,0.31548887371452405,0.06814201810726717,0.7940614591506517,0.9625992582914087,OR52K1
-0.1499006927884684,0.201112508730124,0.0678948537551336,0.7944268963475005,0.9625992582914087,HAMP
0.043767180263624854,8.802779322609966,0.06784287319305626,0.7945038409606869,0.9625992582914087,IPO4
0.13061991453200253,2.0544563895852073,0.06765876836791129,0.7947766169611968,0.9625992582914087,OR1A1
0.09375407569982881,4.740805565469767,0.06744769111713822,0.7950898442397678,0.9625992582914087,CASP8AP2
0.04785445398936495,10.154196671711025,0.06709723731842132,0.7956110563824066,0.9625992582914087,PSMB1
0.048758233189814586,8.893189292959004,0.06694487025227147,0.7958381171917257,0.9625992582914087,RRP15
-0.09105345520921908,3.454036256937652,0.06676073501412949,0.7961128878602368,0.9625992582914087,ARHGAP11B
0.10259870185656912,1.678692796656777,0.06664966349936008,0.7962788267220954,0.9625992582914087,EIF3EP1
-0.11190965311315065,1.279285979542374,0.06648614305066758,0.7965233919706456,0.9625992582914087,FAM186B
-0.057071243059968586,6.82790591262739,0.0663925176477207,0.7966635648689943,0.9625992582914087,YEATS4
0.04523153744671105,7.931068484052985,0.06624911358781205,0.7968784692492741,0.9625992582914087,SMIM7
-0.09580622617155364,2.9503540375062847,0.06620038482807189,0.7969515502942259,0.9625992582914087,SPDYE10
0.10676144284231842,1.7201135980228066,0.06616856168520657,0.7969992925904898,0.9625992582914087,RP1L1
-0.0872528997581576,5.83454604951611,0.0661451333578782,0.7970344484866249,0.9625992582914087,MARCHF4
-0.06216912889586439,11.066781132672993,0.06613676098686483,0.7970470134434983,0.9625992582914087,FKBP4
-0.10717904008112478,1.2513247316206964,0.06611567157388443,0.7970786674433972,0.9625992582914087,RPL17P7
-0.0442712392641325,8.193064351706912,0.06594149333547428,0.7973403050376339,0.9625992582914087,PYGO2
-0.06243662549771024,6.998157314898185,0.0656237838203424,0.7978184949997228,0.9628467042393914,IRF2BP1
-0.09925516112479305,2.9664768597955264,0.06513976478751182,0.7985493773251039,0.9633988379642814,ANKRD33BP1
-0.052907518623404405,9.610136331753692,0.06446242744868869,0.7995770482667631,0.9638599210223661,RPS2P5
0.09557207661158043,2.9194919021076124,0.06438503409291751,0.7996948363605192,0.9638599210223661,KRT8P18
0.07369222811397597,4.880357542382702,0.06434742494297785,0.7997521024601016,0.9638599210223661,PLPP3
-0.04769766490102468,7.336577206905907,0.0641136252394574,0.800108501062389,0.9639597804252509,EIF1AD
